"1;A-Bomb;38;100;17;80;24;64;Richard Milhouse Jones;No alter egos found.;Rick Jones;Scarsdale; Arizona;Hulk Vol 2 #2 (April; 2008) (as A-Bomb);Marvel Comics;good;Male;Human;6'8;203 cm;980 lb;441 kg;Yellow;No Hair;Musician; adventurer;
"109;Blackout;63;32;45;80;45;65;;No alter egos found.;-;-;Ghost Rider Vol 3 #2 (June; 1990);Marvel Comics;bad;Male;Demon;6'3;191 cm;230 lb;104 kg;Red;White;Assassin; enforcer;-;
"110;Blackwing;38;10;35;32;20;56;Joseph Manfredi;No alter egos found.;Blackwing;Professional Criminal;Daredevil #118 (February; 1975);Marvel Comics;bad;Male;0;6'1;185 cm;190 lb;86 kg;Blue;Black;-;-;Heavy Mettle"	" (formerly) Masters of Evil;
"111;Blackwulf;50;28;8;30;69;25;Lucian;No alter egos found.;Pelops;Armechadon;Thunderstrike #6 (March; 1994);Marvel Comics;-;Male;Alien;6'2;188 cm;195 lb;88 kg;Red;White;Freedom Fighter;-;Underground Legion;
"112;Blade;63;28;38;50;40;90;Eric Brooks;No alter egos found.;Switchblade;Soho; London;England;Tomb of Dracula Vol. 1 #10 (1973);Marvel Comics;good;Male;Vampire;6'2;188 cm;215 lb;97 kg;Brown;Black;Vampire hunter; former private investigator.;
"113;Blaquesmith;0;0;0;0;0;0;-;Vertigo II;-;-;-;Vertigo II;good;-;0;-;0 cm;- lb;0 kg;Black;No Hair;Inventor;Baltimore; Maryland;Clan Askani/Clan Chosen;
"114;Bling!;69;14;12;90;52;28;Roxanne Washington;No alter egos found.;-;-;X-Men #171 (2005);Marvel Comics;good;Female;0;5'6;168 cm;152 lb;68 kg;-;-;-;Utopia"	" formerly Graymalkin Industries; San Francisco; California"	" Xavier Institute;
"115;Blink;50;8;20;28;77;64;Clarice Ferguson;No alter egos found.;-;Bahamas;Uncanny X-Men #317 (October; 1994);Marvel Comics;good;Female;Mutant;5'5;165 cm;125 lb;56 kg;Green;Magenta;Adventurer; freedom fighter;Jean Grey School for Higher Learning;
"116;Blizzard;0;0;0;0;0;0;Gregor Shapanka;No alter egos found.;Jack Frost;-;Tales of Suspense #45;Marvel Comics;bad;Male;0;-;0 cm;- lb;0 kg;-;Brown;Professional criminal; mercenary; engineer; former scientist;
"117;Blizzard;0;72;0;0;0;0;;No alter egos found.;-;-;-;Marvel Comics;bad;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"118;Blizzard II;38;10;27;42;47;56;Donald Gill;No alter egos found.;-;Newark; Delaware;Iron Man #223 (1987);Marvel Comics;bad;Male;0;5'9;175 cm;170 lb;77 kg;Brown;Brown;Adventurer"	" former mercenary and professional criminal;-;Formerly Thunderbolts;
"119;Blob;10;83;23;95;28;72;Frederick J. Dukes;No alter egos found.;-;Lubbock; Texas;X-Men #3 (1964);Marvel Comics;bad;Male;0;5'10;178 cm;510 lb;230 kg;Brown;Brown;Former criminal; terrorist; government agent;
"120;Bloodaxe;63;80;33;80;100;84;Jackie Lukus;No alter egos found.;-;-;(as Jackie Lukus) Thor #392 (as Bloodaxe) Thor #449;Marvel Comics;bad;Female;Human;7'2;218 cm;1100 lb;495 kg;Blue;Brown;Architect; former vigilante;-;-;
"121;Bloodhawk;50;10;50;80;80;64;Lemuel Krug;No alter egos found.;Lemuel Halcon;-;X-Men (2099) #1;Marvel Comics;good;Male;Mutant;-;0 cm;- lb;0 kg;Black;No Hair;-;-;X-Peditioners; formerly X-Men;
"122;Bloodwraith;0;72;0;0;0;0;Sean Dolan;No alter egos found.;Black Wraith;-;(Dolan) Black Knight #2 (1990)"	" (Bloodwraith) Avengers Annual #22 (1993);Marvel Comics;bad;Male;0;100'0;30.5 meters;- lb;0 kg;White;No Hair;Former squire;Slorenia;-;-;
"123;Blue Beetle;0;0;0;0;0;0;Daniel Garrett;No alter egos found.;Daniel Garret (spelling variation);-;Mystery Men Comics #1;DC Comics;good;Male;0;-;0 cm;- lb;0 kg;Blue;Brown;Archaeologist"	" professor of archaeology;-;-;Danielle Garrett (granddaughter);
"124;Blue Beetle;0;0;0;0;0;0;;No alter egos found.;-;-;-;DC Comics;good;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"125;Blue Beetle II;0;45;0;0;0;0;Theodore Kord;No alter egos found.;-;Chicago; Illinois;CAPTAIN ATOM Vol. 1 #83 (1966) (Published by Charlton Comics);DC Comics;good;Male;0;6'0;183 cm;190 lb;86 kg;Blue;Brown;Inventor; President of Kord Omniversal; Crimefighter;
"126;Blue Beetle III;50;34;58;80;100;30;Jaime Reyes;No alter egos found.;Scooter;Presumed to be El Paso;Infinite Crisis #3 (2006);DC Comics;good;Male;Human;-;0 cm;- lb;0 kg;Brown;Black;Student;El Paso; Texas;Justice League International;
"127;Boba Fett;63;10;38;36;68;70;;No alter egos found.;Teff;Kamino;-;George Lucas;bad;Male;Human / Clone;6'0;183 cm;- lb;0 kg;Brown;Black;Bounty Hunter;-;-;-;
"128;Bolt;0;0;0;0;0;0;;No alter egos found.;-;-;-;Marvel Comics;good;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"129;Bomb Queen;0;73;0;0;0;0;;No alter egos found.;-;-;Bomb Queen (2006) #1;Image Comics;bad;Female;0;-;0 cm;- lb;0 kg;-;-;-;-;Dictator of New Port City; The Four Queens;
"130;Boom-Boom;38;10;12;42;57;64;Tabitha Smith;Meltdown;Time Bomb;-;Secret Wars II #5;Meltdown;good;Female;Mutant;5'5;165 cm;122 lb;55 kg;Blue;Blond;Adventurer; former student; thief;-;
"131;Boomer;0;0;0;0;0;0;;No alter egos found.;-;-;-;Marvel Comics;good;Female;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"132;Booster Gold;69;85;42;70;100;40;Michael Jon Carter;No alter egos found.;Bharjwarj;Gotham City; 25th Century;Booster Gold #1;DC Comics;good;Male;Human;6'5;196 cm;215 lb;97 kg;Blue;Blond;Superhero; Founder; C.E.O & Chairman of Booster Gold International;
"133;Box;0;0;0;0;0;0;Roger Bochs;No alter egos found.;Omega;-;-;Marvel Comics;good;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"134;Box III;0;0;0;0;0;0;Dr. Walter Langowski;No alter egos found.;Box III;British Columbia;First appearance unknown;Marvel Comics;good;-;0;6'4;193 cm;245 lb;110 kg;Blue;Blond;Physics professor; former NFL player;Base of operations unknown;Alpha Flight;
"135;Box IV;50;75;23;28;11;56;Madison Jeffries;Gemini V;Gemini;Place of birth unknown;Alpha Flight #16;Gemini V;good;-;0;-;0 cm;- lb;0 kg;Brown;Brown / Black;Inventor; former soldier;Base of operations unknown;Alpha Flight;
"136;Brainiac;100;95;63;90;60;75;Vril Dox;No alter egos found.;Milton Fine;-;Action Comics #242 (July 1958);DC Comics;bad;Male;Android;6'6;198 cm;300 lb;135 kg;Green;No Hair;-;-;Lex Luthor;Vril Dox II (son);
"137;Brainiac 5;100;10;23;28;60;32;Querl Dox;No alter egos found.;-;-;Brainiac 5's primary invention is his personal force-shield generator. Brainiac 5 re-discovered the technical process behind original Brainiac's force-shield belt; which is capable of generating a virtually impervious field of protection. The belt must be;DC Comics;good;Male;0;5'7;170 cm;135 lb;61 kg;Green;Blond;-;-;Legion of Super-Heroes;
"138;Brother Voodoo;0;65;0;0;0;0;Jericho Drumm;No alter egos found.;Doctor Voodoo;Port-au-Prince; Haiti;Strange Tales #169 (September; 1973);Marvel Comics;good;Male;Human;6'0;183 cm;220 lb;99 kg;Brown;Brown / White;Psychologist Houngan (voodoo priest);Port-au-Prince;
"139;Brundlefly;69;32;25;40;27;15;Seth Brundle;No alter egos found.;The Fly;-;The Fly (1986);;-;Male;Mutant;6'4;193 cm;- lb;0 kg;-;-;Scientist;-;-;-;
"140;Buffy;63;28;42;70;48;60;Buffy Anne Summers;No alter egos found.;Anne;-;Dark Horse Presents 1998 Annual;Dark Horse Comics;good;Female;Human;5'2;157 cm;115 lb;52 kg;Green;Blond;Slayer "	 (formerly) Waitress 	 DoubleMeat Palace employee 	" Sunnydale High Counselor;-;Slayer Army; Scooby Gang;
"141;Bullseye;50;11;25;70;20;70;Lester;No alter egos found.;Benjamin Poindexter;-;Daredevil #131 (March; 1976);Marvel Comics;bad;Male;Human;6'0;183 cm;200 lb;90 kg;blue;blond;Assassin; professional criminal; former mercenary;
"142;Bumblebee;63;28;25;10;47;35;Karen Beecher;No alter egos found.;-;-;Teen Titans #45;DC Comics;good;Female;Human;5'7;170 cm;130 lb;59 kg;Brown;Black;-;San Francisco; California;Doom Patrol;
"143;Bumbleboy;0;0;0;0;0;0;;No alter egos found.;-;-;New X-Men #153;Marvel Comics;good;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"144;Bushido;38;10;8;10;19;70;Ryuko Orsono;No alter egos found.;-;-;Titans: Secret Files & Origins #2;DC Comics;good;Male;Human;-;0 cm;- lb;0 kg;-;-;-;-;Teen Titans;-;
"145;Cable;88;48;23;56;100;80;Nathan Summers;No alter egos found.;Chosen One;Unrevealed location in the 20th Century United States;New Mutants #86 (as Cable);Marvel Comics;good;Male;Mutant;6'8;203 cm;350 lb;158 kg;Blue;White;(current) Adventurer; (former) freedom fighter; United States government agent; mercenary;
"146;Callisto;63;53;23;42;52;85;Callisto;No alter egos found.;-;-;X-MEN (first series) #169;Marvel Comics;bad;Female;0;5'9;175 cm;165 lb;74 kg;Blue;Black;-;The Xavier Institute; Salem Center; Westchester County;
"147;Cameron Hicks;50;10;23;28;51;70;;No alter egos found.;-;-;-;SyFy;good;Male;Alpha;-;0 cm;- lb;0 kg;-;-;-;-;Alphas;-;
"148;Cannonball;50;28;67;99;94;56;Samuel Zachery Guthrie;No alter egos found.;Formerly Samson Guthry;Cumberland County; Kentucky;Marvel Graphic Novel #4 (1982);Marvel Comics;good;Male;0;6'0;183 cm;181 lb;81 kg;Blue;Blond;Adventurer; peacekeeper; former student;
"149;Captain America;69;19;38;55;60;100;Steve Rogers;No alter egos found.;Nomad;Manhattan; New York City; New York;Captain America Comics #1 (March 1941);Marvel Comics;good;Male;Human;6'2;188 cm;240 lb;108 kg;blue;blond;Adventurer; federal official;
"150;Captain Atom;81;93;83;90;100;80;Nathaniel Adam;No alter egos found.;Monarch;-;Captain Atom #1;DC Comics;good;Male;Human / Radiation;6'4;193 cm;200 lb;90 kg;Blue;Silver;Former Soldier;-;Justice League; Extreme Justice;
"151;Captain Britain;75;77;50;60;31;80;Brian Braddock;No alter egos found.;Britannic;Braddock Manor; England;Captain Britain #1 (October; 1976);Marvel Comics;good;Male;Human;6'6;198 cm;257 lb;116 kg;Blue;Blond;Adventurer; formerly King of Otherworld;
"152;Captain Cold;50;10;17;20;28;20;Leonard Snart;No alter egos found.;Citizen Cold;-;Flash Vol 4 #6 (April; 2012);DC Comics;neutral;Male;Human;-;0 cm;- lb;0 kg;Brown;Brown;Professional Criminal;-;Justice League;
"153;Captain Epic;0;0;0;0;0;0;;No alter egos found.;-;Canada;World War II;Team Epic TV;good;Male;0;6'2;188 cm;- lb;0 kg;Blue;Brown;Superhero;Toronto;Team Epic; The Canadian Shield Alliance (CSA);
"154;Captain Hindsight;25;10;83;30;10;20;Jack Brolin;No alter egos found.;-;-;South Park S14 E11 Coon 2: Hindsight;South Park;good;Male;Human;-;0 cm;- lb;0 kg;-;Black;Former Superhero"	" News Reporter;-;-;-;
"155;Captain Mar-vell;0;80;0;0;0;0;Mar-Vell;No alter egos found.;Captain Marvel;The city of Rad-Nam on the planet Kree-Lar in the Kree Galaxy (Greater Magellanic Cloud);MARVEL SUPERHEROES #18;Marvel Comics;good;Male;0;6'2';188 cm;240 lb;108 kg;Blue;Blond;Captain in the Kree space fleet; later adventurer; later Protector of the Universe;-;
"156;Captain Marvel;88;100;88;95;100;75;Billy Batson;No alter egos found.;The World's Mightiest Mortal;Fawcett City; United States;Whiz Comics no. 2 (1940);DC Comics;good;Male;Human;6'4;193 cm;225 lb;101 kg;Blue;Black;-;-;Marvel Family;
"157;Captain Marvel;84;88;71;95;100;90;Carol Danvers;Binary; Warbird;Ace;Boston; Massachusetts;Ms. Marvel #1;Binary;good;Female;Human-Kree;5'11;180 cm;165 lb;74 kg;Blue;Blond;Former National Aeronautics and Space Administration security Chief; former magazine editor;
"158;Captain Marvel II;75;81;27;90;34;56;Frederick Christopher Freeman;No alter egos found.;Captain Marvel Jr.;-;Current incarnation: (As Freddy Freeman) The Power of Shazam #3 (May; 1995);DC Comics;good;Male;Human;5'9;175 cm;165 lb;74 kg;Blue;Black;Adventurer;Primarily Fawcett City.;Marvel Family;
"159;Captain Midnight;0;0;0;0;0;0;;No alter egos found.;Major Midnight;-;-;Dark Horse Comics;good;Male;Human;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"160;Captain Planet;50;88;75;80;100;60;;No alter egos found.;The Captain;-;Captain Planet and the Planeteers (TV Series);Marvel Comics;good;Male;God / Eternal;-;0 cm;- lb;0 kg;Red;Green;-;-;The Planeteers;-;
"161;Captain Universe;0;92;0;0;0;0;;No alter egos found.;Guardian of Eternity;-;Micronauts #8 (August; 1979);Marvel Comics;good;-;God / Eternal;-;0 cm;- lb;0 kg;-;-;-;-;-;
"162;Carnage;63;63;70;84;88;90;Cletus Kasady;No alter egos found.;Mass Carnage;-;Amazing Spider-Man #344 (February; 1991);Marvel Comics;bad;Male;Symbiote;6'1;185 cm;190 lb;86 kg;Green;Red;-;New York City;Maximum Carnage: (Carrion;
"163;Cat;0;90;0;0;0;0;Shirlee Bryant;No alter egos found.;-;Chicago; Illinois;The Cat #1;Marvel Comics;good;Female;0;5'8;173 cm;135 lb;61 kg;Blue;Blond;Model;Chicago; Illinois;
"164;Cat II;0;0;0;0;0;0;;No alter egos found.;-;-;-;Marvel Comics;good;Female;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"165;Catwoman;69;11;33;28;27;85;Selina Kyle;No alter egos found.;The Cat;Gotham City;Detective Comics #569;DC Comics;good;Female;Human;5'9;175 cm;135 lb;61 kg;Green;Black;Thief;Gotham City;Batman Family; Outsiders"	" formerly Birds of Prey;
"166;Cecilia Reyes;0;0;0;0;0;0;Dr. Cecilia Reyes;No alter egos found.;-;Place of birth unknown;X-Men #65 (1997);Marvel Comics;good;-;0;5'7;170 cm;138 lb;62 kg;Brown;Brown;Doctor in private practice;Salem Center;X-Men;-;
"167;Century;88;80;53;64;100;100;;No alter egos found.;-;-;Force Works #1 (July; 1994);Marvel Comics;good;Male;Alien;6'7;201 cm;215 lb;97 kg;White;White;Tracker; adventurer;-;
"168;Cerebra;0;57;0;0;0;0;Shakti Haddad;No alter egos found.;-;-;X-Men 2099 #1 (October; 1993);Marvel Comics;good;Female;Mutant;-;0 cm;- lb;0 kg;-;-;-;-;X-Men (2099);
"169;Chamber;50;10;20;80;57;64;Jonothon Evan Starsmore;No alter egos found.;Decibel;United Kingdom;Generation X #1 (November; 1994);Marvel Comics;good;Male;Mutant;5'9;175 cm;140 lb;63 kg;Brown;Brown;Adventurer;Utopia"	 formerly New Warriors HQ	" Xavier Institute for Higher Learning; Salem Center;
"170;Chameleon;88;10;12;28;28;28;Dmitri Anatoly Smerdyakov Kravinoff;No alter egos found.;Dr. Ashley Kafka;Russia;Amazing Spider-Man #1;DC Comics;bad;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;The Exterminators"	" formerly Sinister Six; Sinister Twelve;
"171;Changeling;63;10;23;42;64;64;Kevin Sidney;No alter egos found.;Professor X;-;Uncanny X-Men #35 (August; 1967);Marvel Comics;bad;Male;0;5'11;180 cm;180 lb;81 kg;Brown;Black;Former substitute teacher; adventurer; subversive;
"172;Cheetah;38;8;42;20;32;70;Priscilla Rich;No alter egos found.;Kay Carlton;-;Wonder Woman Vol1 #6 (Fall 1943);DC Comics;bad;Female;Human;5'4;163 cm;110 lb;50 kg;Green;Blond;-;-;Villainy Inc;Claudia Rich (cousin);
"173;Cheetah II;38;20;42;20;39;60;Deborah Domaine;No alter egos found.;Debbi;-;Wonder Woman Vol1 #274 (Dec 1980);DC Comics;bad;Female;Human;5'7;170 cm;122 lb;55 kg;Green;Brown;-;Chesapeake Bay; Maryland;Former member of the Organization For Ecological Sanity á former member of the Secret Society of Super-Villains;
"174;Cheetah III;88;100;88;80;78;95;Barbara Minerva;No alter egos found.;Barbara Minerva;-;Wonder Woman Vol2 #7 (Sept 1987);DC Comics;bad;Female;Human;5'9;175 cm;120 lb;54 kg;Brown;Brown;Archaeologist; Anthropologist;Nottingham; England;
"175;Chromos;0;0;0;0;0;0;Bernard Embers;No alter egos found.;-;London; England;Team Epic Episode 101;Team Epic TV;bad;Male;0;6'1;185 cm;190 lb;86 kg;Brown;Red / Grey;Bar owner and Entertainer; President of V.E.; Lieutenant in the G.V.W.;
"176;Chuck Norris;50;80;47;56;42;99;Carlos Ray Norris;No alter egos found.;Chuck;Ryan; Oklahoma; United States;-;0;good;Male;0;5'10;178 cm;- lb;0 kg;-;-;-;-;
"177;Citizen Steel;50;95;33;100;23;60;Nathan Heywood;No alter egos found.;Buckeye;-;Justice Society of America Vol 3 #2 (March; 2007);DC Comics;good;Male;Human;6'0;183 cm;378 lb;170 kg;Green;Red;Adventurer; former Professional Football Player;Battery Park;
"178;Claire Bennet;38;9;12;100;90;28;Claire Bennet;No alter egos found.;Vivian Lewis;-;Heroes S01E01;NBC - Heroes;good;Female;0;-;0 cm;- lb;0 kg;Blue;Blond;High school student; cheerleader;formerly Odessa; TX;
"179;Clea;0;39;0;0;0;0;Clea;No alter egos found.;-;The Dark Dimension;-;Marvel Comics;good;-;0;-;0 cm;- lb;0 kg;-;White;Former ruler and Sorceress Supreme of the Dark Dimension"	" former apprentice of Doctor Strange;Base of operations unknown;-;Dormammu (uncle);
"180;Cloak;63;10;47;64;100;56;Tyrone Johnson;No alter egos found.;-;South Boston; Massachusetts;Spectacular Spiderman #64;Marvel Comics;good;Male;0;7'5;226 cm;155 lb;70 kg;brown;black;Vigilante;Holy Ghost Church; 42nd Street;
"181;Clock King;75;10;17;10;7;40;William Tockman;No alter egos found.;Tempus Fugit;-;World's Finest #111 (August; 1960);DC Comics;bad;Male;Human;5'10;178 cm;173 lb;78 kg;Blue;Black;-;-;Clockwatchers;
"182;Cogliostro;0;0;0;0;0;0;Cain;No alter egos found.;Nicholas Cogliostro;-;Spawn #9;Image Comics;bad;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"183;Colin Wagner;0;0;0;0;0;0;;No alter egos found.;-;-;-;HarperCollins;good;Male;0;-;0 cm;- lb;0 kg;Grey;Brown;-;-;-;-;
"184;Colossal Boy;0;0;0;0;0;0;;No alter egos found.;-;-;-;DC Comics;good;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"185;Colossus;63;83;33;100;45;80;Piotr Nikolaievitch Rasputin;No alter egos found.;Pete;Ust-Ordynski Collective; near Lake Baikal; Siberia; Russia;Giant-Size X-Men #1 (May; 1975);Marvel Comics;good;Male;Mutant;7'5;226 cm;500 lb;225 kg;Silver;Black;
"186;Copycat;56;10;21;25;54;60;Vanessa Carlysle;No alter egos found.;Nurse Veronica;-;New Mutants #98 (February; 1991);Marvel Comics;neutral;Female;Mutant;6'0;183 cm;148 lb;67 kg;Red;White;-;Mobile"	" formerly Adirondack Mountains; Xavier's School for Gifted Youngsters;
"187;Corsair;0;16;0;0;0;0;Christopher Summers;No alter egos found.;-;-;Uncanny X-Men #107;Marvel Comics;good;Male;0;6'3;191 cm;175 lb;79 kg;Brown;Brown;Pirate; former pilot;The Starjammer; Mobile;
"188;Cottonmouth;50;10;8;10;27;25;Burchell Clemens;No alter egos found.;Quincy McIver;-;Captain America #310 (October; 1985);Marvel Comics;bad;Male;Human;6'0;183 cm;220 lb;99 kg;Brown;Black;Professional criminal;Serpent Citadel;Serpent Society;
"189;Crimson Crusader;0;58;0;0;0;0;Rory Destine;No alter egos found.;-;Ravenscroft; England;ClanDestine #1 (1994);Marvel Comics;good;Male;0;-;0 cm;- lb;0 kg;Blue;Strawberry Blond;-;-;ClanDestine;
"190;Crimson Dynamo;0;65;0;0;0;0;Anton Vanko;No alter egos found.;Krashni Denamit;-;Tales of Suspense #46 (Oct 1963);Marvel Comics;good;Male;0;5'11;180 cm;230 lb;104 kg;Brown;No Hair;Scientist;Stark Industries plant; Long Island; New York;
"191;Crystal;63;16;12;14;61;56;Crystallia Amaquelin;No alter egos found.;Crys;Attilan;Fantastic Four #45 (1965);Marvel Comics;good;Female;Inhuman;5'6;168 cm;110 lb;50 kg;Green;Red;Mother; adventuress;-;Inhumans (Royal Family)"	" formerly Fantastic Four;
"192;Curse;0;0;0;0;0;0;Phillip Krahn;No alter egos found.;-;-;Spawn #25;Image Comics;bad;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"193;Cy-Gor;0;96;0;0;0;0;;No alter egos found.;-;-;-;Image Comics;bad;Male;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"194;Cyborg;75;53;42;85;71;64;Victor Stone;No alter egos found.;Cyberion Technis;New York City; New York;DC Comics Presents #26 (October; 1980);DC Comics;good;Male;Cyborg;6'6;198 cm;385 lb;173 kg;Brown;Black;Adventurer; Teen Titan;
"195;Cyborg Superman;75;93;92;100;100;80;Henry Henshaw;No alter egos found.;Grandmaster of the Manhunters;-;Adventures of Superman #466 (May; 1990);DC Comics;bad;Male;Cyborg;-;0 cm;- lb;0 kg;Blue;Black;-;Warworld; Qward;
"196;Cyclops;75;10;23;42;76;80;Scott Summers;No alter egos found.;Scotty;Anchorage; Alaska;X-Men #1 (September; 1963);Marvel Comics;good;Male;Mutant;6'3;191 cm;195 lb;88 kg;Brown;Brown;Leader of mutant race; adventurer;
"197;Cypher;0;44;0;0;0;0;Douglas Aaron Ramsey;No alter egos found.;-;Place of birth unknown;New Mutants (Vol. 1) #13;Marvel Comics;good;-;0;5'9';175 cm;150 lb;68 kg;Blue;Blond;Student; Adventurer;Professor Charles Xavier's School for Gifted Youngsters; Salem Center;
"198;Dagger;63;10;35;42;52;70;Tandy Bowen;No alter egos found.;Lady Light;Shaker Heights; Ohio;Spectacular Spiderman #64;Marvel Comics;good;Female;0;Shaker Heights; Ohio;;116 lb;52 kg;Blue;Blond;Vigilante;Holy Ghost Church;
"199;Danny Cooper;0;0;0;0;0;0;;No alter egos found.;-;-;-;HarperCollins;good;Male;0;-;0 cm;- lb;0 kg;Brown;Blond;-;-;-;-;
"200;Daphne Powell;38;10;8;10;56;10;Daphne Powell;No alter egos found.;-;-;No Ordinary Family S01E01 (2010);ABC Studios;good;Female;0;-;0 cm;- lb;0 kg;-;-;Student;-;-;Jim Powell and Stephanie Powell (parents);
"201;Daredevil;75;13;25;35;61;100;Matt Murdock;No alter egos found.;Matt;New York City; New York;Daredevil #1 (April; 1964);Marvel Comics;good;Male;Human;6'0;183 cm;200 lb;90 kg;Blue;Red;Adventurer; vigilante;
"202;Darkhawk;50;32;33;70;74;64;Christopher Powell;No alter egos found.;Bucket-Head;Queens; New York;Darkhawk #1 (March; 1991);Marvel Comics;good;Male;Human;6'1;185 cm;180 lb;81 kg;Brown;Brown;Retired Superhero;Los Angeles;
"203;Darkman;75;14;23;85;12;28;Peyton Westlake;No alter egos found.;-;-;Darkman (August 24; 1990);Universal Studios;good;Male;0;-;0 cm;- lb;0 kg;-;-;Scientist;-;-;
"204;Darkseid;88;100;83;100;100;95;Uxas;No alter egos found.;Dark God;-;Superman's Pal Jimmy Olsen #134 (November 1970);DC Comics;bad;Male;New God;8'9;267 cm;1815 lb;817 kg;Red;No Hair;Dictator of Apokolips;-;New Gods of Apokolips(ruler); Secret Society of Supervillains;
"205;Darkside;0;0;0;0;0;0;;No alter egos found.;-;-;-;0;bad;-;0;-;0 cm;- lb;0 kg;-;-;-;-;-;-;
"206;Darkstar;38;8;35;42;79;64;Laynia Petrovna;No alter egos found.;Tyomni Zvesda;Minks; USSR;Champions #7 (August; 1976);Marvel Comics;good;Female;Mutant;5'6;168 cm;125 lb;56 kg;Brown;Blond;Occupation unknown;(before death) Paris;
"207;Darth Maul;56;48;50;30;100;100;;No alter egos found.;Sith;Dathomir;Star Wars Episode I: The Phantom Menace (1999);George Lucas;bad;Male;Dathomirian Zabrak;5'7;170 cm;- lb;0 kg;Yellow / Red;-;-;-;-;Darth Sidious (Master);
"208;Darth Vader;69;48;33;35;100;100;Anakin Skywalker;No alter egos found.;Lord Vader;Tatooine;Star Wars: Episode IV - A New Hope (1977);George Lucas;bad;Male;Cyborg;6'6;198 cm;300 lb;135 kg;Yellow;No Hair;Sith Lord; Supreme Commander of the Imperial Fleet;Death Star;Sith;
"209;Dash;25;12;92;60;20;30;Dashiell Robert Parr;No alter egos found.;The Fastest Kid on Earth;-;The Incredibles (Movies; 2004);Dark Horse Comics;good;Male;Human;4'0;122 cm;60 lb;27 kg;Blue;Blond;-;-;Incredible Family (genetic member);
"210;Data;100;32;21;40;56;50;Data;No alter egos found.;B-4;-;-;Star Trek;good;Male;Android;-;0 cm;- lb;0 kg;Yellow;Brown;Lieutenant commander;-;-;Dr. Noonian Soong (creator);
"211;Dazzler;63;10;33;60;100;55;Alison Blaire;No alter egos found.;Ali;Gardendale; Long Island; New York;X-Men #130 (1980);Marvel Comics;good;Female;Mutant;5'8;173 cm;115 lb;52 kg;Blue;Blond;Adventurer; singer;
"212;Deadman;50;10;33;100;100;42;Boston Brand;No alter egos found.;-;-;Strange Adventures #205 (October; 1967);DC Comics;good;Male;Human;6'0;183 cm;201 lb;90 kg;Blue;Black;Wandering Spirit; Former Circus Aerialist;Mobile;
"213;Deadpool;69;32;50;100;100;100;Wade Wilson;Evil Deadpool; Venompool;Wade Wilson;Canada;New Mutants #98 (February; 1991);Evil Deadpool;neutral;Male;Mutant;6'2;188 cm;210 lb;95 kg;Brown;No Hair;Mercenary"	" former enforcer; government operative;
"214;Deadshot;50;10;23;28;55;80;Floyd Lawton;No alter egos found.;Man Who Never Misses;-;Batman #59 (June; 1950);DC Comics;bad;Male;Human;6'1;185 cm;202 lb;91 kg;Brown;Brown;-;-;-;
"215;Deathlok;69;32;30;70;40;60;Luther Manning;No alter egos found.;Demolisher;-;Astonishing Tales #25 (August; 1974);Marvel Comics;good;Male;Cyborg;6'4;193 cm;395 lb;178 kg;Brown;Grey;-;New York area;Former member of the CIA;
"216;Deathstroke;75;30;35;100;47;90;Slade Joseph Wilson;No alter egos found.;Slade Wilson;-;New Teen Titans #2 (December; 1980);DC Comics;neutral;Male;Human;6'4;193 cm;225 lb;101 kg;Blue;White;Mercenary"	" Former Soldier; Big-Game Hunter;The Labyrinth (exact location is currently unknown);
"217;Demogoblin;50;48;42;35;67;60;;No alter egos found.;Jason Macendale Jr;-;Web of Spider-Man #86 (March; 1992);Marvel Comics;bad;Male;Demon;6'1;185 cm;210 lb;95 kg;Red;No Hair;Demonic Redeemer;New York City;-;
"218;Destroyer;50;95;58;98;85;70;;No alter egos found.;-;Created in Asgard;Journey into Mystery #118 (1965);Marvel Comics;bad;Male;0;6'2;188 cm;850 lb;383 kg;-;-;-;-;-;-;
"219;Diamondback;44;16;23;28;45;60;Willis Stryker;No alter egos found.;-;-;Luke Cage; Hero for Hire#1 (1972);Marvel Comics;bad;Male;Human;6'4;193 cm;200 lb;90 kg;Brown;Black;Criminal;-;Syndicate;
"220;DL Hawkins;50;12;12;56;48;56;Daniel Lawrence Hawkins;No alter egos found.;-;-;Heroes S01E05 - Hiros;NBC - Heroes;good;Male;0;-;0 cm;- lb;0 kg;-;-;Construction worker; Firefighter;Las Vegas; NV;
